,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
3186,2014-09-24,,"코스피, '기관열차' 타고 연고점 등반",,우뚝 솟은 건설주,,[쏙쏙 배당] 배당 적정성 판단 때 참고할 지표,,기관의 귀환… 18거래일 만에 759억 샀다,,‘공포의 항공株’ 성수기에도 날개 못폈다,태양광 사업 볕들자 한화도 ‘쨍쨍’,어닝쇼크 해방감…증시 '휘파람',[亞증시 오후]日 기업실적 호조..대부분 상승,"[뉴욕전망대] 고용개선, 거품 우려 덮을까",,국민연금이 배당 확대 요구할 종목은,,헬스케어·제약株 기초연금 덕 보나,"국민연금, 만도 기업분할 반대키로",,LG그룹株 깜짝 실적에 증권가 '환호',,기관 순매도 행진…그래도 건설·증권·중국 관련주는 산다,,"'날개 달았는데 왜 날지 못 하니'…닭고기株, 이유 있는 추락",최경환 경기 부양책…은행株`득`될까`독`될까?,,‘초이노믹스’ 한국증시…신흥국 추월할까,"[亞증시 오전]日 증시, 기업 실적 호조에 오름세",[오늘의포인트]기관 순매수 전환이 시사하는 점,"불황서 깬 기업들, 실적도 깨어날까",,,,,,,,
3187,2014-09-25,[월가시각] 울고 싶을 때 '뺨 때려준' 아마존,[뉴욕마감]아마존 어닝쇼크 등에 하락..다우 1만7000↓,[유럽마감]실적·독일지표 저조에 STOXX600 0.7%↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,2014-09-26,[이번주 증시전망] IT·車 부품업체 2분기실적 주목,,[주간뉴욕전망],[주간전망대]경제정책방향 후속논의 속 쏟아지는 경제지표,"코스피, 최고 경신 이어갈까",,[주간추천주]본격 어닝시즌 돌입..실적 개선株에 주목,"증권사들 ""실적 개선株 주목""… LG전자·포스코· 현대건설 등 추천","날씨는 오락가락, 농산물 투자는 ‘맑음’","내수활성화·배당강화, 박스피 끝낼까",,해외CB 평가손에 SK하이닉스 주가 '뚝'..쌀 때 사?,,한여름에 펄펄 끓는 보일러株,"'연중 최고치 행진' 코스피, 내친김에 2100까지?",[주간증시전망]박스권 탈출의 열쇠는 '기업실적',[주간경제이슈] 생산·물가·경상수지 발표…美 2분기 GDP·FOMC,FOMC·경제지표·기업실적 줄줄이..증시 '바쁘다 바빠',<뉴욕증시 주간전망> 일희일비 장세 펼칠듯,,"[머니WEEK] 편의점株, 좋은 시절 끝났나",,,,,,,,,,,,,,,,,,
3191,2014-09-29,"코스피, 外人 6000억 폭풍매수에 2080선 안착",,대형주 종목별 희비… 수급·실적서 갈렸다,,"최경환 親가계, 아베 親기업.. 증시 ‘배당’만으론 배고프다",,통신주 ‘초이노믹스’ 황제주로 등극,‘자갈길’을 걸었던 백화점주 내수 진작에 ‘꽃밭길’ 걸어,홈쇼핑주 하반기 수익개선 기대에 큰폭 올라,,“증시 활황은 남의 일” 소외당한 코스닥,"[뉴욕전망대] FOMC, 고용지표의 날",코스피 강세에 신고가 경신 종목 '봇물',"[issue!] 연일 뜨거운 코스피, 잠 덜 깬 정유·화학 부활은 언제쯤?",,540 지켜낸 코스닥 관심둘 종목은,,"""펀드·주식비중 절반까지 늘리고…70%는 대형주에""",,[마켓레이더] 내국인 카지노株 성장성 주목할 때,"[亞증시 오후]日 증시, 호실적과 엔화약세에 오름세",[업종돋보기] 금리 내려가도 끄떡 없는 보험주,한달 간 금융주 2000억원 쓸어담은 연기금,코스피 랠리…'대세상승' 이어질까,"제약사 2분기 실적 '희비'…""3분기 기대""",[종목돋보기] 어닝쇼크 현대중공업…'하반기 회복 vs 미래 불투명',"'후끈' 코스피, 개미는 큰손·작은손 '엇갈린 행보'",,,,,,,,,,,,
3192,2014-09-30,5일만에 상승 멈춰…외인 순매수는 지속,,'적은 배당 악재' 삼성전자 휘청,,싸다고 사고 설에 따른 투자가 문제… 먼저 시장흐름 읽어라,,코스피 2100 돌파 삼성·현대車가 좌우,,"팔기 바쁘던 기관, 상승장 편승 순매수로 U턴",,"아르헨, 일부채권단 몽니에 결국 디폴트",외국인 언제까지 살까…변곡점은 '10월',500원에 실망한 시장…7.6조 '증발',,상승열차 못탄 조선·정유·제약株 `한숨`,,"""삼성 갤럭시·디스플레이 암울""…하반기 믿을건 메모리뿐",,실적 좋아졌지만 소외된 증권·건설·통신株 유망,[亞증시 오후]막판 지표 기대감‥中증시 연고점 경신,"三電 실적부진에 IT부품株 동반하락…""불확실성 여전""",서울반도체 어닝쇼크에 LED株 '와르르',"이동통신株, 배당에 울고 웃고",코스닥 폭락에도 끄떡없는 홈쇼핑株,2분기 실적 열어보니..희비 엇갈리는 철강·건설vs조선,[issue!] 박스권 뚫은 코스피지수…남은 불안 요인은?,삼성電 찔끔 배당에 탄력잃은 증시,,[심층분석]최경환 '귀인' 맞은 죄악株…하반기 들썩이는 이유는,,,,,,,,,,
3193,2014-10-01,이틀째 '주춤'…외국인 삼성電 매물 쏟아,"파워장세 韓증시…굿바이 美, 웰컴 中",,"韓증시, 아르헨보다 美 변수에 촉각",‘재무건전성 감독제 변화’ 보험株엔 수혜?,"슈퍼리치 ""대세 상승?… 더 지켜봐야""",,오름세 꺾인 데크플레이트주,[내일의전략]이틀새 '15조 증발' 삼성전자 바닥?,,韓증시 상승은 최경환 효과? 아시아 다 올랐다,[亞증시 오후]뉴욕급락 후폭풍‥中증시 3주만에 최저,"꿈쩍않던 외인, 美 고용지표 발표 앞두고 '깜짝 매도'",,화장품株 저점 매수해볼까,,신저가株 속출…코스닥`멘붕`,,삼성전자 눈높이 낮추는 여의도,[업종돋보기] 앞날 캄캄한 LED株…경쟁 심화 악재,기대컸지만 중간배당 뚜껑 열어보니…,,삼성 연간 스마트폰 판매량 첫 역성장? '갑론을박',,'LA 괴물' 류현진 연승에 라면株 희비…오뚜기 6월 이후 20% '오뚝',,"[종목포커스]한진해운, 영업흑자인데…'역부족vs청신호' 엇갈린 평가","대형제약주, 상반기 부진 씻고 하반기 반등할까",,"저평가 중국株, 中 경기개선 반등기회 될까?",,,,,,,,,
3194,2014-10-02,"[월가시각]""美경제 호재는 증시엔 악재""",[뉴욕마감]고용 둔화·글로벌 신용리스크에 '하락',[유럽마감] 대러 제재 여파·포르투갈은행 우려 속 하락,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,2014-10-06,"이틀째 하락, 2060선 '턱걸이'…대형주 파는 기관",,고배당주 진입 가능성 큰 종목에 비중 둬야,,슈퍼리치 '稅테크' 달라진다···배당주에 '러브콜',코스닥 내달 ‘수렁’에서 탈출할까,`동생` 기아차 뜨는데…`형님` 현대차는 제자리 왜?,,국민연금이 고점 매도? 연기금·투신 언제까지 팔까,배당기업이 수익성 더 좋다,정책수혜와 저평가 하모니..금융주에 주목하는 이유,,현대중공업 어닝쇼크에 조선업계 ‘출렁’,,"""한국투자 미팅 좀 합시다"" 外人 러브콜",,시동걸린 ‘써머랠리’.. 삼성전자는 없었다,,자사주 매입한 CEO ‘자신감’ 통했다,,시장 삼키는 ‘M&A 공룡’.. 농협의 3대 위력,,활발한 `펀드 손바뀜`…상승장 버팀목 될까,,배당가치株 운용 고수들의 찜목록 살펴보니,[亞증시 오후]지정학적 위험에 휘청..日 두달래 최저,"세법개정안, 시장 반응은 '미지근'",유통주 힘받는데..우울한 백화점株,주가 희비 엇갈리는 카카오톡vs라인..광고가 '열쇠','형보다 나은 아우 있다'..엑셀 밟는 기아차,,,,,,,,,
3199,2014-10-07,"코스피, 사흘째 하락…외인·기관 '동반 매도'",,거꾸로 가는 개미들,[뉴욕전망대] ECB에 시선집중,[亞증시 오후] 中수출지표 앞두고 하락..日만 반등,中 샤오미株 '매력 돋네',,조정장에서도 잘나가는 中수혜주,"‘고점 논란’ SK하이닉스, 5만원 다시 넘을까","""일본은 거래연장 하는데…"" 입 못뗀 한국거래소",[issue!] 美증시에서 한국ETF 찾는 외국인 늘어,안팎에서 도와주니 활짝 웃는 음식료株,,'다시 박스피?' 늘어가는 박스권 베팅,,"새내기株, 데뷔무대 끝나니 '와르르'…""공모거품 빠지는 중""",[亞증시 오전] `푸틴 악재`..일제히 하락,,[오늘의포인트]라이벌 등장에 찬밥신세 된 2인자,,대림산업 · 우리금융 등 6개사 “벌써 한해벌이 다했네”,,세법개정안 발표…자본시장 영향은…‘배당+퇴직연금’ 양날개 달고 ‘비상’ 채비,"2Q 부진했던 타이어株, '타이어랠리'는 언제쯤?","중국원양자원, 먹튀 논란 일단 진정…중국株 '휴우~'",,中수혜주 '실적'…옥석 가려보니,,[초점]외국인·기관 흔들리는데…증권가 '콧노래' 배경은,,,,,,,,,,
3200,2014-10-08,"이라크發 '폭격' 맞은 코스피, 1%대 '뚝'…2030선으로 추락",,공모주 투자열기 ‘후끈’ 대박 종목은 어디에?,,은행株 ‘초이노믹스’ 황제주로 부상,증권사 ‘정직한 리포트’ 바람 분다,[뉴욕전망대] 숨돌릴 틈없는 지정학적 이슈,[亞증시 오후] 日 지정학적 리스크에 하락..中 수출증가로↑,글로벌 악재에 코스피 출렁…지지선은?,,"이라크 불안, 금리 기대가 잠재울까",,外風에 발목잡힌 코스피,,경기민감株 명암…철강·화학 웃고 조선·정유 울고,,"""아이폰6 수혜株 담을 타이밍""",,손실 위기 ELS `중도환매` 전략 써라,,외국인 순매수 미국계가 주도,,지주사전환 한솔제지 사업회사 가치 `굿`,,"""佛 호텔株 사서 VIP혜택""…진화하는 해외주식 직구",[특징주] 이라크發 불안에 건설株 흔들…한화·대우 5% '뚝',,'하늘이 무너져도 솟아난 종목' 있다는데…컴투스·토비스 등 '관심',,주인 바뀐 상장사 급증…투자자 주의 왜?,,코스닥株 ‘울며겨자먹기’ 식 배당?,[亞증시 오전] 美 이라크 공습 결정에 급락,,,,,,
3202,2014-10-10,,"[증시 전망대] 中지표 호전 모멘텀 강화, 경기부양 맞물려 기대감",[이번주 美증시] 지정학 변수 주시…지표·실적 발표도 이어져,,[주간뉴욕전망] 지정학적 리스크에 주목,[주간증시전망] 관건은 기준금리 인하다,[주간경제이슈] 기준금리 인하 전망…의료 등 서비스업 대책 발표,<뉴욕증시 주간전망> 지정학적 리스크에 관심,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,2014-10-13,"코스피, 외인 대규모 순매수..2060선 회복","엔터 대장株 바뀌나, YG 시총, 에스엠 '바짝' 추격",대형 게임株 위상 '바닥'..돌파구 없나,하루 앞으로 다가온 금통위..증시 시선은 '총재 입'으로,[亞증시 오후]지표부진에도 일제 반등,,"금리인하, 2100 돌파 원동력 될까",,'노장의 힘'..지배구조 개편한 삼양사..주가도 '구순잔치',"아모레퍼시픽, 200만원대 황제주에 등극…역대 세번째","3Q에 관심, 건설·철강·증권 '주목'",술 · 담배 · 도박 ‘죄악株’…초이노믹스 타고 관심 집중,[亞증시 오전] 보합권 출발..日 GDP 부진 영향,금리인하 가능성…건설 · 은행등 수혜주 부각,,"기업 신용등급, 바닥 뚫을 판",[오늘의포인트]아모레 주가 200만원의 의미,,증시 흔드는 ‘차이나머니 슈퍼파워’,"움츠렸던 증권株, 기지개 켠다",,韓 증시에 中 황사바람 거세다,"코스닥지수 훈풍 부는데…기업은 ""안팔려요""",,옵션만기 부담·금리인하 호재,"'고공행진' 아모레, 中 덕분에..역대 세번째 200만원 돌파",,,,,,,,,,,,,
3206,2014-10-14,"코스피, 금리인하 선반영..강보합",화학업종 내 배당 수혜주는?,,가격제한폭 30%로 확대… 증권사·개미엔 오히려 독?,,‘우선株 전성시대’ 52주 신고가 랠리,,"IT서비스 '빅3', 탈IT·글로벌로 위기 돌파",,“세제 통한 배당확대 350억 수준 그칠 것”,배당 호재에 단통법까지.. 통신株 강세는 계속된다,,서비스업 육성책 수혜 기대株 일제히 강세,,교황 오니 수혜주 들썩,,7년 제자리 `박스피` 탈출 조짐 보인다,,경기민감한 금융·철강·금속株 노려볼만,,기준금리 인하효과…'증시논쟁',"우려했던 옵션만기, 충격은 없었다","[亞증시 오후]日, GPIF 투자확대·엔화약세에 4거래일 랠리",,관심은 '3분기'…산업재·유틸리티株 기대감↑,"증권전문가들 ""기준금리 인하에도 상승은 어려울 것""",,"금리 인하에…""코스피 2200간다, 증권주 주목""",증시 · 부동산 활성화 기대감…채권은 신중,,모바일게임 훨훨…기는 대장게임株,외국인‘바이 코리아’ 올 7조원 돌파,,,,,,,
3207,2014-10-15,"[월가시각]""바이오주, 그동안 너무 많이 내렸다""",[뉴욕마감]지정학적 우려 완화에 '상승',[유럽마감]성장률 부진에도 우크라 우려 완화에 '상승',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,2014-10-16,[주간전망대]경기활성화 총력..규제개혁 불씨 되살릴까,"당당하던 새내기주, 데뷔하자마자 줄줄이 미끄럼",'석유 시대에서 신재생 시대로'..매출성장률 20% 웃돌아,깜짝 실적에 주가도 '폴짝',"탄력받은 유통株, 언제까지 달릴까",글로벌 악재 산재…증시 관전 포인트는?,"통신株, 배당매력 끝났나?..상승세 '주춤'",가속 페달 밟는 전기자전거..주가도 씽씽,"빛 흐려진 LED株, 3분기에 재점등 가능할까","휴대폰 부품株, 삼성보다 LG·애플 '바라기'가 뜬다",'동고동락?'..동종업체에 더 매서운 증권사,이른 추석에 제7홈쇼핑까지..택배株 온기도나,하반기 기준금리 더 내릴까,[issue!] 명량 인기에 영화사·배급사 관련주도 들썩,"[월가시각]지정학적 우려 점증..""앞으로가 더 중요""",[뉴욕마감]우크라 긴장 재점화에 '혼조',,맥주대첩 1위가 주춤하니…롯데칠성·하이트진로 고공행진,"증권株, 정책 약발 끝났나",,공모주 흥행 열기 유상증자로 옮겨 붙었다,조선·은행·증권업종 대표株 '일심동체'로 움직인다,,,,,,,,,,,,,,,,,
3209,2014-10-17,,[증시 전망대] 정부 정책효과 기대감 현실화 한국증시 성장성 재평가 기회,[이번주 증시전망] 유럽-중국 실물지표 변수,,[주간뉴욕전망] 잭슨홀 회의의 고용회복 논쟁,"[이번주 美증시] ""오바마 지옥의 여름휴가""…옐런 잭슨홀 연설도 주목",[주간경제이슈] 세월호 이후 첫 규제개혁장관회의 개최…美FOMC 의사록 공개,[주간증시전망]조정 마무리..점진적 상승세 전망,스마트폰 관련주 3Q 주가 아이폰6·갤노트4에 달렸다,[주간증시전망] 정책 공조는 됐는데 글로벌 공조가 문제,<뉴욕증시 주간전망> '우크라 사태' 여전한 변수,코스피 숨고르기..실적호전株 주목,,우크라·FOMC의사록·잭슨홀미팅 촉각,,,,,,,,,,,,,,,,,,,,,,,,,
3212,2014-10-20,"외인 '사고' 기관 '팔고'…코스피, 강보합 마감",,거래대금 늘었다..주목할 '종목'은?,,`아이폰6의 힘` 애플 사상최고가 경신…수혜주는 들쭉날쭉,,3분기 실적 전망으로 본 유망株,,자회사 쪼개고 붙이니…외면받던 내수株 날다,,투자자라면 꼭 봐야할 오늘의 10대 투자뉴스-20일,[亞증시 오후] 지표부진·관망심리에 보합권,"은행株, 금리 인하 후 주춤했지만..'정부 정책 믿고 간다'","코스피, 다시 상승 분위기? 변수는 美 금리와 3·4분기 실적",,'큰손' 연기금이 꼽은 배당 기대주는?,,[종목포커스] 삼성 VS 애플 '고래 싸움'에 제일기획 웃음보 터질까,스마트폰 업황부진?...잘나가는 부품株도 있다,,중국시장 열리니 투자매력 ‘通’ 하네,"철강株, '깡'있네",,[심층분석] 현대차그룹 '지배구조 개편' 막올라…현대위아 대주주 품으로,,"스팩의 역설…""뜨면 판깨진다""",,실적 컨센서스 하향 조정 여전…176개사 중 109개사 3분기 영업익 하향,잇단 호재에 대기업그룹주 연일 신고가 행진,상장사 자회사 합병 봇물…속내는?,"[오늘의포인트]정유3인방, ELS매물부담에 흔들",,,,,,,,
